id,product_id,user_name,overall_rating,ratings,text,pipeline_output,created_at
review_0163,health_79861,Mahi S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.918411297269971}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.930186237055201}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.906392646057234}}}",30:49.3
review_0164,skincare_49580,Bhavna S.,1,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.938870554350272}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.976953752723386}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.828130117295157}}}",30:49.3
review_0165,household_94059,Bhavna S.,,,Click here for a free prize!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.982799917391078}}",30:49.3
review_0166,food_53823,Qudsiya S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.918022721108431}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.917195216882447}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.946578610096584}}}",30:49.3
review_0167,health_84344,Shreeya S.,4,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.909798484927782}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.935429859435395}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.866253130239802}}}",30:49.3
review_0168,electronics_82228,Kavita S.,2,,The color is not the same as in the picture.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.967597121412632}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.977842166105558}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.850415629838397}}}",30:49.3
review_0169,household_83307,Mahi S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.957306744313601}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.963672871478858}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.890990598629833}}}",30:49.3
review_0170,household_62506,Bhavna S.,1,,Much smaller than it appears online.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.959038824101667}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.93953913835426}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.819802945968891}}}",30:49.3
review_0171,electronics_21211,Shreeya S.,,,!!! LIMITED TIME OFFER CLICK NOW !!!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.953866977078309}}",30:49.3
review_0172,electronics_52558,Bhavna S.,,,"You have won a lottery, click to claim","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.985587697355456}}",30:49.3
review_0173,health_14306,Shreeya S.,,,The seller is a fucking idiot,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.926216061075102}}",30:49.3
review_0174,electronics_60676,Shreeya S.,1,,"Arrived later than expected, which was frustrating.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.918168996703064}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.988052312417738}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.911469354891811}}}",30:49.3
review_0175,health_30134,Kavita S.,4,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.960403837544815}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.907871505464826}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.858819484368258}}}",30:49.3
review_0176,food_88631,Shreeya S.,5,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.956441605207791}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.96406334474779}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.861848355560596}}}",30:49.3
review_0177,household_78138,Shreeya S.,4,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.954328747434158}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.982822266765647}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.862107011841139}}}",30:49.3
review_0178,fashion_32172,Shreeya S.,4,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.920038709412479}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.963718536014946}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.872439155732822}}}",30:49.3
review_0179,household_77588,Shreeya S.,,,Worst thing I have ever bought in my life,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.977173936915397}}",30:49.3
review_0180,electronics_98713,Kavita S.,4,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.97225094462125}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.916348496016108}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.854748532788981}}}",30:49.3
review_0181,health_30103,Shreeya S.,2,,"The packing was fine, but the product could have been better.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.970330946015141}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.979489505631243}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.818223008376988}}}",30:49.3
review_0182,health_89895,Shreeya S.,,,The seller is a fucking idiot,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.927391962012567}}",30:49.3
review_0183,electronics_13160,Shreeya S.,,,Useless piece of crap,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.903277782825766}}",30:49.3
review_0184,food_47686,Shreeya S.,,,Useless piece of crap,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.931386633201186}}",30:49.3
review_0185,electronics_74299,Kavita S.,4,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.953182234544113}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.929922858842366}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.949520867268134}}}",30:49.3
review_0186,household_33326,Qudsiya S.,1,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.903762343063937}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.919702122796122}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.831508483181107}}}",30:49.3
review_0187,electronics_82228,Bhavna S.,2,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.953583257993903}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.93814306638254}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.874718485639786}}}",30:49.3
review_0188,food_53823,Mahi S.,1,,"It's okay, but I probably wouldn't buy it again.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.953629843986419}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.94453804439186}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.870483989641659}}}",30:49.3
review_0189,household_96720,Bhavna S.,1,,Much smaller than it appears online.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.94930218917855}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.958712219977014}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.82463010511501}}}",30:49.3
review_0190,electronics_55775,Shreeya S.,4,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.962474919097431}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.94547321005868}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.810132140682383}}}",30:49.3
review_0191,health_97392,Bhavna S.,,,The engineers who designed this must be idiots,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.888586706466969}}",30:49.3
review_0192,household_22173,Bhavna S.,5,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.96098132377254}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.958875739100568}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.865503874690193}}}",30:49.3
review_0193,household_22173,Kavita S.,5,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.905537252487182}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.943566284072762}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.908866401450536}}}",30:49.3
review_0194,food_26785,Bhavna S.,5,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.908720660686014}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.932612661272121}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.805334758363517}}}",30:49.3
review_0195,food_54576,Qudsiya S.,4,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.983468305776271}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.953123345081766}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.854241052489263}}}",30:49.3
review_0196,skincare_60542,Qudsiya S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.98548085862859}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.922035372817291}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.837607108808252}}}",30:49.3
review_0197,electronics_70488,Qudsiya S.,1,,The instructions were confusing and hard to follow.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.961461095380896}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.93946815232516}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.898460425198609}}}",30:49.3
review_0198,health_74719,Qudsiya S.,4,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.97324082799886}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.933531876488507}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.813765208936248}}}",30:49.3
review_0199,fashion_99052,Qudsiya S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.963264671525644}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.987640650336833}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.836354722235921}}}",30:49.3
review_0200,skincare_79784,Kavita S.,4,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.921339396008094}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.916201862394628}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.920439637580954}}}",30:49.3
review_0201,skincare_26561,Mahi S.,2,,Missing a few parts in the box.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.933339236709278}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.96734740650778}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.818025281614754}}}",30:49.3
review_0202,electronics_10486,Bhavna S.,4,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.911691206429381}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.91494309620169}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.81633164141426}}}",30:49.3
review_0203,food_32205,Bhavna S.,1,,"The packing was fine, but the product could have been better.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.965510872409409}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.923739150319789}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.906160687313308}}}",30:49.3
review_0204,fashion_96216,Qudsiya S.,,,The engineers who designed this must be idiots,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.954643656435702}}",30:49.3
review_0205,electronics_70920,Kavita S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.97806055171158}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.917004468920204}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.905516891826155}}}",30:49.3
review_0206,food_60924,Shreeya S.,5,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.923959627087456}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.959729916800702}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.845717796247908}}}",30:49.3
review_0207,skincare_96947,Mahi S.,2,,The instructions were confusing and hard to follow.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.982761497679834}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.927562412040703}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.825236443685548}}}",30:49.3
review_0208,skincare_28694,Bhavna S.,,,I want my money back you thieves,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.966950591789369}}",30:49.3
review_0209,food_63470,Bhavna S.,,,Best crypto investment 2025,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.989478568084648}}",30:49.3
review_0210,electronics_55775,Qudsiya S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.947929964219164}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.963216484691241}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.826636239962555}}}",30:49.3
review_0211,food_73922,Kavita S.,5,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.98487966835389}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.978805620351123}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.848728974633991}}}",30:49.3
review_0212,food_35514,Shreeya S.,4,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.968603669219562}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.912195734249028}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.943162748720834}}}",30:49.3
review_0213,skincare_76510,Qudsiya S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.927681088531182}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.938297899635859}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.896995113941784}}}",30:49.3
review_0214,fashion_41975,Bhavna S.,1,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.952914271345021}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.96884776086401}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.81830126220299}}}",30:49.3
review_0215,skincare_49580,Qudsiya S.,,,This is absolute garbage from a garbage company,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.949095747911046}}",30:49.3
review_0216,household_58633,Mahi S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.949931264817169}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.935543863106657}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.837986482137038}}}",30:49.3
review_0217,electronics_97334,Kavita S.,4,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.906417156054982}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.926981782116288}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.81956589908098}}}",30:49.3
review_0218,skincare_57229,Qudsiya S.,4,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.908494048839218}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.912586373040118}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.807562036846111}}}",30:49.3
review_0219,health_48346,Mahi S.,1,,"The battery life is terrible, lasts only a few hours.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.975789271501092}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.981013173420846}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.92526871408219}}}",30:49.3
review_0220,food_94788,Bhavna S.,2,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.906154401195228}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.952379405719571}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.83139554202233}}}",30:49.3
review_0221,household_91544,Shreeya S.,5,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.965920742425587}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.971580012872677}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.902102368711327}}}",30:49.3
review_0222,electronics_78527,Kavita S.,2,,The instructions were confusing and hard to follow.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.927083111118999}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.919932621705389}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.804408476712328}}}",30:49.3
review_0223,electronics_56543,Bhavna S.,1,,The instructions were confusing and hard to follow.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.90434936425066}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.92862238392126}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.943292920349408}}}",30:49.3
review_0224,health_22174,Shreeya S.,,,Best crypto investment 2025,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.986896637860774}}",30:49.3
review_0225,electronics_33241,Bhavna S.,1,,The material feels cheap and flimsy.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.97719361472139}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.91952574165764}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.947338842916206}}}",30:49.3
review_0226,fashion_41975,Qudsiya S.,2,,Broke after just one week of use. Very disappointed.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.958284442700495}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.96891099176589}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.81899493914203}}}",30:49.3
review_0227,food_70064,Bhavna S.,2,,The material feels cheap and flimsy.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.93906032304524}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.972684920895877}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.943651774943247}}}",30:49.3
review_0228,health_13933,Mahi S.,2,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.931024612152437}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.915913460757789}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.865706893428478}}}",30:49.3
review_0229,health_84763,Qudsiya S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.970542074274596}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.961448562163459}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.86476622826115}}}",30:49.3
review_0230,fashion_70169,Qudsiya S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.938862331286192}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.980094834193261}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.895748963228029}}}",30:49.3
review_0231,fashion_70375,Qudsiya S.,1,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.981517389653632}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.940217370139692}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.814985906790942}}}",30:49.3
review_0232,food_11796,Bhavna S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.921068054426394}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.952888026696055}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.822971148936633}}}",30:49.3
review_0233,food_36979,Shreeya S.,2,,"The battery life is terrible, lasts only a few hours.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.900287069085772}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.951713242015926}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.903223887188894}}}",30:49.3
review_0234,household_62635,Qudsiya S.,,,"You have won a lottery, click to claim","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.952700974615657}}",30:49.3
review_0235,household_95493,Kavita S.,2,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.95242075042227}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.942697810414885}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.913732207850576}}}",30:49.3
review_0236,fashion_67405,Kavita S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.938048069332016}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.960406457381868}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.838345103945925}}}",30:49.3
review_0237,health_43569,Qudsiya S.,,,Worst thing I have ever bought in my life,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.953265326847652}}",30:49.3
review_0238,skincare_74322,Shreeya S.,5,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.904712384126938}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.943469455462454}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.843215851260932}}}",30:49.3
review_0239,skincare_86581,Kavita S.,4,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.927598583532002}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.906252418293552}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.893373065073463}}}",30:49.3
review_0240,electronics_22993,Mahi S.,2,,The material feels cheap and flimsy.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.903515802341564}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.921258537350515}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.911012420615079}}}",30:49.3
review_0241,skincare_80532,Shreeya S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.935920381608966}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.945587096127209}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.805737239961865}}}",30:49.3
review_0242,health_84344,Qudsiya S.,2,,Much smaller than it appears online.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.963903789324938}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.950921853347662}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.870640289413524}}}",30:49.3
review_0243,fashion_67405,Mahi S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.919397573444563}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.923287065017629}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.900318185319414}}}",30:49.3
review_0244,skincare_13071,Qudsiya S.,,,!!! LIMITED TIME OFFER CLICK NOW !!!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.983729345378762}}",30:49.3
