id,name,brand,category,subcategory,description,price,currency,image_url,barcode,specifications,made_in_india,eco_friendly,FSSAI_certified,avg_overall_rating,avg_rating_criteria1,avg_rating_criteria2,avg_rating_criteria3,total_reviews,total_complaints,risk_score,source,created_at
electronics_82445,Smart Thermostat,ClimateControl,Electronics,Smart Home,Advanced smart thermostat with cutting-edge technology.,9630.96,INR,images/electronics/smart_thermostat.jpg,8.95535E+11,"{'warranty': '1 year', 'power': '81W', 'connectivity': 'Bluetooth'}",FALSE,FALSE,FALSE,4,4.5,4.4,4,109,2,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_77569,Portable Hard Drive 1TB,DataSafe,Electronics,Storage,Advanced portable hard drive 1tb with cutting-edge technology.,6253.95,INR,images/electronics/portable_hard_drive_1tb.jpg,8.99904E+11,"{'warranty': '6 months', 'power': '47W', 'connectivity': 'Wired'}",FALSE,FALSE,FALSE,3.5,3.4,3.8,3.7,63,0,0,Electronics Dataset (Synthetic),17:43.1
electronics_97334,Wireless Security Sensor,HomeSafe,Electronics,Security,Advanced wireless security sensor with cutting-edge technology.,9643.71,INR,images/electronics/wireless_security_sensor.jpg,8.95706E+11,"{'warranty': '1 year', 'power': '7W', 'connectivity': 'Bluetooth'}",FALSE,FALSE,FALSE,4.4,4.1,4.8,3.9,121,2,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_41267,Digital Photo Frame,MemoryDisplay,Electronics,Display,Advanced digital photo frame with cutting-edge technology.,4928.61,INR,images/electronics/digital_photo_frame.jpg,8.99359E+11,"{'warranty': '1 year', 'power': '74W', 'connectivity': 'Bluetooth'}",FALSE,FALSE,FALSE,3.2,3.3,3,3.4,148,4,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_42499,Bluetooth Shower Speaker,WaterSound,Electronics,Audio,Advanced bluetooth shower speaker with cutting-edge technology.,3797.59,INR,images/electronics/bluetooth_shower_speaker.jpg,8.91741E+11,"{'warranty': '2 years', 'power': '63W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,4.2,4.5,4.2,4.3,119,5,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_56543,Smart Air Quality Monitor,AirSense,Electronics,Environmental,Advanced smart air quality monitor with cutting-edge technology.,3523.72,INR,images/electronics/smart_air_quality_monitor.jpg,8.99118E+11,"{'warranty': '1 year', 'power': '38W', 'connectivity': 'Bluetooth'}",FALSE,FALSE,FALSE,3.2,2.8,2.7,3.2,256,4,0.2,Electronics Dataset (Synthetic),17:43.1
electronics_12956,Wireless Game Controller,GamePad Pro,Electronics,Gaming,Advanced wireless game controller with cutting-edge technology.,9680.15,INR,images/electronics/wireless_game_controller.jpg,8.93893E+11,"{'warranty': '6 months', 'power': '76W', 'connectivity': 'USB'}",FALSE,FALSE,FALSE,4.5,4.8,4.7,4.9,237,9,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_55775,USB Car Charger Dual Port,RoadCharge,Electronics,Car Electronics,Advanced usb car charger dual port with cutting-edge technology.,4328.24,INR,images/electronics/usb_car_charger_dual_port.jpg,8.9633E+11,"{'warranty': '6 months', 'power': '40W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,2.9,3.1,3.2,2.7,124,4,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_76060,Smart Motion Sensor Light,AutoLight,Electronics,Smart Home,Advanced smart motion sensor light with cutting-edge technology.,2453.77,INR,images/electronics/smart_motion_sensor_light.jpg,8.95561E+11,"{'warranty': '6 months', 'power': '96W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3,3.3,2.8,2.5,77,2,0.3,Electronics Dataset (Synthetic),17:43.1
electronics_21863,Portable WiFi Hotspot,NetMobile,Electronics,Networking,Advanced portable wifi hotspot with cutting-edge technology.,3717.75,INR,images/electronics/portable_wifi_hotspot.jpg,8.92281E+11,"{'warranty': '2 years', 'power': '24W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3.9,4,4.4,4.3,174,7,0.4,Electronics Dataset (Synthetic),17:43.1
electronics_74453,Digital Multimeter,ElectroMeter,Electronics,Tools,Advanced digital multimeter with cutting-edge technology.,4065.04,INR,images/electronics/digital_multimeter.jpg,8.92081E+11,"{'warranty': '6 months', 'power': '70W', 'connectivity': 'WiFi'}",FALSE,FALSE,FALSE,3.9,3.6,4.3,3.9,118,5,0.4,Electronics Dataset (Synthetic),17:43.1
skincare_38602,Vitamin C Face Serum 20%,GlowSkin,Personal Care,Serums,"Premium vitamin c face serum 20% for healthy, radiant skin.",677.47,INR,images/skincare/vitamin_c_face_serum_20%.jpg,8.97078E+11,"{'volume': '150ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.8,3.4,3.8,4.1,279,8,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_96947,Anti-Aging Night Cream,YouthGlow,Personal Care,Moisturizers,"Premium anti-aging night cream for healthy, radiant skin.",306.67,INR,images/skincare/anti-aging_night_cream.jpg,8.9569E+11,"{'volume': '150ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.1,3.7,4.4,4.4,164,6,0.4,Skincare Dataset (Synthetic),18:04.0
skincare_56800,Natural Coconut Oil Pure,TropicalPure,Personal Care,Natural Oils,"Premium natural coconut oil pure for healthy, radiant skin.",1088.02,INR,images/skincare/natural_coconut_oil_pure.jpg,8.99376E+11,"{'volume': '100ml', 'skin_type': 'Oily', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.9,5,5,5,220,2,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_80720,Charcoal Face Wash,CleanFace,Personal Care,Cleansers,"Premium charcoal face wash for healthy, radiant skin.",978.82,INR,images/skincare/charcoal_face_wash.jpg,8.94672E+11,"{'volume': '100ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,2.7,2.4,2.6,2.7,145,2,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_85351,Sunscreen SPF 50 PA+++,SunShield,Personal Care,Sun Protection,"Premium sunscreen spf 50 pa+++ for healthy, radiant skin.",1056.28,INR,images/skincare/sunscreen_spf_50_pa+++.jpg,8.96329E+11,"{'volume': '30ml', 'skin_type': 'Oily', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,5,5,4.7,4.5,282,13,0.5,Skincare Dataset (Synthetic),18:04.0
skincare_88381,Hydrating Eye Cream,EyeCare,Personal Care,Eye Care,"Premium hydrating eye cream for healthy, radiant skin.",695.61,INR,images/skincare/hydrating_eye_cream.jpg,8.98673E+11,"{'volume': '30ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.2,4.1,4,3.8,57,1,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_50242,Rose Water Toner Organic,BalanceSkin,Personal Care,Toners,"Premium rose water toner organic for healthy, radiant skin.",372.52,INR,images/skincare/rose_water_toner_organic.jpg,8.99486E+11,"{'volume': '30ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.8,4.2,3.6,4.2,116,4,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_23085,Clay Face Mask Bentonite,MaskMagic,Personal Care,Face Masks,"Premium clay face mask bentonite for healthy, radiant skin.",440.18,INR,images/skincare/clay_face_mask_bentonite.jpg,8.93139E+11,"{'volume': '30ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.1,4.6,4.3,4,194,6,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_26561,Lip Balm SPF 15,SoftLips,Personal Care,Lip Care,"Premium lip balm spf 15 for healthy, radiant skin.",395.69,INR,images/skincare/lip_balm_spf_15.jpg,8.95276E+11,"{'volume': '50ml', 'skin_type': 'Oily', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.9,3.6,4.3,4,178,8,0.4,Skincare Dataset (Synthetic),18:04.0
skincare_30657,Body Lotion Aloe Vera,SkinSmooth,Personal Care,Body Care,"Premium body lotion aloe vera for healthy, radiant skin.",1284.86,INR,images/skincare/body_lotion_aloe_vera.jpg,8.99947E+11,"{'volume': '100ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.4,3.6,3.3,3.1,133,3,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_50410,Niacinamide Serum 10%,PoreRefine,Personal Care,Serums,"Premium niacinamide serum 10% for healthy, radiant skin.",957.61,INR,images/skincare/niacinamide_serum_10%.jpg,8.99797E+11,"{'volume': '50ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.4,2.9,3.7,3.1,19,0,0,Skincare Dataset (Synthetic),18:04.0
skincare_13071,Hyaluronic Acid Moisturizer,HydraPlus,Personal Care,Moisturizers,"Premium hyaluronic acid moisturizer for healthy, radiant skin.",1471.01,INR,images/skincare/hyaluronic_acid_moisturizer.jpg,8.94611E+11,"{'volume': '30ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.9,5,4.5,4.9,161,8,0.5,Skincare Dataset (Synthetic),18:04.0
skincare_65071,Tea Tree Oil Pure,AcneCure,Personal Care,Essential Oils,"Premium tea tree oil pure for healthy, radiant skin.",1483.84,INR,images/skincare/tea_tree_oil_pure.jpg,8.96414E+11,"{'volume': '30ml', 'skin_type': 'Oily', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.5,3.6,4,3.8,296,4,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_86003,Retinol Anti-Aging Serum,TimelessSkin,Personal Care,Serums,"Premium retinol anti-aging serum for healthy, radiant skin.",1497.94,INR,images/skincare/retinol_anti-aging_serum.jpg,8.94562E+11,"{'volume': '100ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.9,4.9,4.4,4.5,286,10,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_77342,Micellar Water Cleansing,GentleClean,Personal Care,Cleansers,"Premium micellar water cleansing for healthy, radiant skin.",1311.49,INR,images/skincare/micellar_water_cleansing.jpg,8.98438E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.9,4.4,4.1,3.7,193,8,0.4,Skincare Dataset (Synthetic),18:04.0
skincare_36957,Argan Oil Hair Serum,HairGlow,Personal Care,Hair Care,"Premium argan oil hair serum for healthy, radiant skin.",451.31,INR,images/skincare/argan_oil_hair_serum.jpg,8.9878E+11,"{'volume': '50ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4,4.2,4,3.7,280,12,0.4,Skincare Dataset (Synthetic),18:04.0
skincare_55222,Peptide Eye Cream,FirmLift,Personal Care,Eye Care,"Premium peptide eye cream for healthy, radiant skin.",691.77,INR,images/skincare/peptide_eye_cream.jpg,8.96193E+11,"{'volume': '50ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,5,5,5,5,146,2,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_80532,Green Tea Face Mask,AntioxiMask,Personal Care,Face Masks,"Premium green tea face mask for healthy, radiant skin.",354.58,INR,images/skincare/green_tea_face_mask.jpg,8.9433E+11,"{'volume': '30ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.9,4,3.9,3.8,192,2,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_23876,Ceramide Barrier Cream,SkinBarrier,Personal Care,Moisturizers,"Premium ceramide barrier cream for healthy, radiant skin.",1051.13,INR,images/skincare/ceramide_barrier_cream.jpg,8.9326E+11,"{'volume': '150ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.6,4.3,5,4.8,46,1,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_60542,Salicylic Acid Cleanser,AcneControl,Personal Care,Cleansers,"Premium salicylic acid cleanser for healthy, radiant skin.",642.78,INR,images/skincare/salicylic_acid_cleanser.jpg,8.99369E+11,"{'volume': '30ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,5,5,4.8,5,31,1,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_13923,Snail Mucin Essence,RepairEssence,Personal Care,Essences,"Premium snail mucin essence for healthy, radiant skin.",965.5,INR,images/skincare/snail_mucin_essence.jpg,8.98437E+11,"{'volume': '50ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.2,3.1,3,3,126,3,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_79784,Kojic Acid Soap,BrightBar,Personal Care,Soaps,"Premium kojic acid soap for healthy, radiant skin.",1457.44,INR,images/skincare/kojic_acid_soap.jpg,8.91539E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.3,3.2,3.5,3,180,4,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_56326,Jojoba Oil Natural,PureJojoba,Personal Care,Natural Oils,"Premium jojoba oil natural for healthy, radiant skin.",809.99,INR,images/skincare/jojoba_oil_natural.jpg,8.99396E+11,"{'volume': '30ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.8,4.2,4.3,3.6,112,3,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_60598,Glycolic Acid Toner,ExfoliTone,Personal Care,Toners,"Premium glycolic acid toner for healthy, radiant skin.",800.04,INR,images/skincare/glycolic_acid_toner.jpg,8.93886E+11,"{'volume': '100ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.3,4.1,4.2,4.7,245,9,0.4,Skincare Dataset (Synthetic),18:04.0
skincare_28938,Collagen Face Cream,YouthBoost,Personal Care,Anti-Aging,"Premium collagen face cream for healthy, radiant skin.",1206.91,INR,images/skincare/collagen_face_cream.jpg,8.96905E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.1,4.5,4.6,3.9,243,11,0.5,Skincare Dataset (Synthetic),18:04.0
skincare_73128,Aloe Vera Gel Pure,SootheGel,Personal Care,Gels,"Premium aloe vera gel pure for healthy, radiant skin.",812.04,INR,images/skincare/aloe_vera_gel_pure.jpg,8.9672E+11,"{'volume': '50ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.9,5,5,4.5,108,4,0.4,Skincare Dataset (Synthetic),18:04.0
skincare_28694,Vitamin E Oil Capsules,SkinVitamin,Personal Care,Oils,"Premium vitamin e oil capsules for healthy, radiant skin.",1183.19,INR,images/skincare/vitamin_e_oil_capsules.jpg,8.98107E+11,"{'volume': '30ml', 'skin_type': 'Oily', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,2.3,2,1.8,2.5,276,3,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_60782,Cucumber Face Pack,FreshMask,Personal Care,Face Packs,"Premium cucumber face pack for healthy, radiant skin.",1011.81,INR,images/skincare/cucumber_face_pack.jpg,8.96592E+11,"{'volume': '100ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.1,4,3.7,4,244,8,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_73403,Shea Butter Body Cream,SoftSkin,Personal Care,Body Care,"Premium shea butter body cream for healthy, radiant skin.",1154.78,INR,images/skincare/shea_butter_body_cream.jpg,8.98454E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.8,4.2,4.1,4.1,249,5,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_97944,Activated Charcoal Mask,DetoxMask,Personal Care,Face Masks,"Premium activated charcoal mask for healthy, radiant skin.",760.13,INR,images/skincare/activated_charcoal_mask.jpg,8.93243E+11,"{'volume': '50ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,5,5,5,4.9,187,6,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_45967,Rosehip Oil Anti-Aging,RoseGlow,Personal Care,Essential Oils,"Premium rosehip oil anti-aging for healthy, radiant skin.",1268.91,INR,images/skincare/rosehip_oil_anti-aging.jpg,8.99115E+11,"{'volume': '50ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.9,3.4,4.2,4.2,271,6,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_69591,Dead Sea Salt Scrub,ExfoliSalt,Personal Care,Scrubs,"Premium dead sea salt scrub for healthy, radiant skin.",1412.1,INR,images/skincare/dead_sea_salt_scrub.jpg,8.97158E+11,"{'volume': '100ml', 'skin_type': 'Oily', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,5,5,5,5,64,2,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_49580,Papaya Face Wash,FruitClean,Personal Care,Cleansers,"Premium papaya face wash for healthy, radiant skin.",1265.61,INR,images/skincare/papaya_face_wash.jpg,8.95927E+11,"{'volume': '50ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,5,4.8,4.8,4.8,129,1,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_93333,Turmeric Face Cream,GoldenGlow,Personal Care,Natural Care,"Premium turmeric face cream for healthy, radiant skin.",990.15,INR,images/skincare/turmeric_face_cream.jpg,8.94909E+11,"{'volume': '150ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.2,4.3,4.4,4.7,9,0,0,Skincare Dataset (Synthetic),18:04.0
skincare_89672,Coconut Milk Shampoo,HairNourish,Personal Care,Hair Care,"Premium coconut milk shampoo for healthy, radiant skin.",1460.96,INR,images/skincare/coconut_milk_shampoo.jpg,8.97805E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.4,3.9,2.9,3,197,3,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_57229,Neem Face Pack,HerbalCure,Personal Care,Face Packs,"Premium neem face pack for healthy, radiant skin.",753.37,INR,images/skincare/neem_face_pack.jpg,8.99089E+11,"{'volume': '30ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.5,4.4,4.3,4.6,193,6,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_74322,Argan Oil Body Lotion,LuxuryBody,Personal Care,Body Care,"Premium argan oil body lotion for healthy, radiant skin.",756.91,INR,images/skincare/argan_oil_body_lotion.jpg,8.92394E+11,"{'volume': '30ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.1,3.1,3.6,3.4,207,7,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_70314,Vitamin C Day Cream,BrightDay,Personal Care,Day Creams,"Premium vitamin c day cream for healthy, radiant skin.",1270.73,INR,images/skincare/vitamin_c_day_cream.jpg,8.98948E+11,"{'volume': '50ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.5,3.5,3.9,3.5,245,6,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_40265,Rice Water Hair Spray,ShineHair,Personal Care,Hair Care,"Premium rice water hair spray for healthy, radiant skin.",876.91,INR,images/skincare/rice_water_hair_spray.jpg,8.97601E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4,4,3.7,3.6,241,4,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_38972,Honey Oat Face Scrub,NaturalScrub,Personal Care,Scrubs,"Premium honey oat face scrub for healthy, radiant skin.",667.47,INR,images/skincare/honey_oat_face_scrub.jpg,8.99774E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.7,4.8,4.9,4.8,167,5,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_72786,Lavender Body Oil,RelaxOil,Personal Care,Body Oils,"Premium lavender body oil for healthy, radiant skin.",430.8,INR,images/skincare/lavender_body_oil.jpg,8.99951E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.2,4.1,4,3.8,79,1,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_47525,Charcoal Toothpaste,WhiteSmile,Personal Care,Oral Care,"Premium charcoal toothpaste for healthy, radiant skin.",689.8,INR,images/skincare/charcoal_toothpaste.jpg,8.97783E+11,"{'volume': '100ml', 'skin_type': 'Oily', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.3,4.6,3.9,4,53,2,0.4,Skincare Dataset (Synthetic),18:04.0
skincare_86581,Biotin Hair Serum,HairGrowth,Personal Care,Hair Care,"Premium biotin hair serum for healthy, radiant skin.",716.95,INR,images/skincare/biotin_hair_serum.jpg,8.99456E+11,"{'volume': '100ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4,3.5,4.1,4.3,108,3,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_76510,Zinc Oxide Sunscreen,MinSun,Personal Care,Sun Protection,"Premium zinc oxide sunscreen for healthy, radiant skin.",281.34,INR,images/skincare/zinc_oxide_sunscreen.jpg,8.93961E+11,"{'volume': '50ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.8,3.8,3.8,3.6,117,2,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_69942,Coffee Body Scrub,CaffeineGlow,Personal Care,Scrubs,"Premium coffee body scrub for healthy, radiant skin.",725.54,INR,images/skincare/coffee_body_scrub.jpg,8.96899E+11,"{'volume': '100ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,5,5,4.8,4.5,38,1,0.3,Skincare Dataset (Synthetic),18:04.0
skincare_59213,Castor Oil Pure,HairOil King,Personal Care,Hair Oils,"Premium castor oil pure for healthy, radiant skin.",944.07,INR,images/skincare/castor_oil_pure.jpg,8.95274E+11,"{'volume': '50ml', 'skin_type': 'All', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,5,5,4.8,4.8,196,4,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_27649,Cucumber Eye Gel,FreshEyes,Personal Care,Eye Care,"Premium cucumber eye gel for healthy, radiant skin.",1488.7,INR,images/skincare/cucumber_eye_gel.jpg,8.9758E+11,"{'volume': '50ml', 'skin_type': 'Oily', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,4.3,4.3,4.2,4.2,175,8,0.5,Skincare Dataset (Synthetic),18:04.0
skincare_50176,Oatmeal Face Cleanser,GentleOats,Personal Care,Cleansers,"Premium oatmeal face cleanser for healthy, radiant skin.",1460.36,INR,images/skincare/oatmeal_face_cleanser.jpg,8.99126E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.3,2.9,3.1,3.2,174,2,0.1,Skincare Dataset (Synthetic),18:04.0
skincare_67698,Avocado Hair Mask,HairFood,Personal Care,Hair Masks,"Premium avocado hair mask for healthy, radiant skin.",757.5,INR,images/skincare/avocado_hair_mask.jpg,8.98266E+11,"{'volume': '30ml', 'skin_type': 'Sensitive', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,3.9,3.5,3.5,3.4,182,4,0.2,Skincare Dataset (Synthetic),18:04.0
skincare_82374,Lemon Lip Scrub,CitrusLips,Personal Care,Lip Care,"Premium lemon lip scrub for healthy, radiant skin.",1049.83,INR,images/skincare/lemon_lip_scrub.jpg,8.98733E+11,"{'volume': '150ml', 'skin_type': 'Dry', 'shelf_life': '24 months'}",FALSE,FALSE,FALSE,2.5,2.7,2,2.4,133,5,0.4,Skincare Dataset (Synthetic),18:04.0
household_62111,Non-Stick Cooking Pan Set,KitchenPro,Home & Kitchen,Cookware,High-quality non-stick cooking pan set for modern homes.,8968.17,INR,images/household/non-stick_cooking_pan_set.jpg,8.95113E+11,"{'material': 'Glass', 'warranty': '3 years', 'dimensions': '16x13x37 cm'}",FALSE,TRUE,FALSE,4.3,3.8,4.2,4.2,64,2,0.3,Household Dataset (Synthetic),18:21.7
household_50850,Stainless Steel Water Bottle,HydroSteel,Home & Kitchen,Drinkware,High-quality stainless steel water bottle for modern homes.,12118.34,INR,images/household/stainless_steel_water_bottle.jpg,8.95934E+11,"{'material': 'Aluminum', 'warranty': '1 year', 'dimensions': '19x32x19 cm'}",FALSE,FALSE,FALSE,4.4,4.6,4.2,4.5,238,4,0.2,Household Dataset (Synthetic),18:21.7
household_62635,Air Purifier HEPA Filter,PureAir,Home & Kitchen,Appliances,High-quality air purifier hepa filter for modern homes.,5628.99,INR,images/household/air_purifier_hepa_filter.jpg,8.98993E+11,"{'material': 'Glass', 'warranty': '6 months', 'dimensions': '47x23x24 cm'}",FALSE,TRUE,FALSE,3.7,3.5,3.9,3.2,116,1,0.1,Household Dataset (Synthetic),18:21.7
household_62506,Vacuum Cleaner Cordless,CleanMaster,Home & Kitchen,Cleaning,High-quality vacuum cleaner cordless for modern homes.,6993.44,INR,images/household/vacuum_cleaner_cordless.jpg,8.94727E+11,"{'material': 'Plastic', 'warranty': '6 months', 'dimensions': '20x22x50 cm'}",FALSE,FALSE,FALSE,3.4,3.2,3.6,3.8,105,2,0.2,Household Dataset (Synthetic),18:21.7
household_52806,Microwave Oven 20L,QuickHeat,Home & Kitchen,Kitchen Appliances,High-quality microwave oven 20l for modern homes.,7184.68,INR,images/household/microwave_oven_20l.jpg,8.98918E+11,"{'material': 'Plastic', 'warranty': '6 months', 'dimensions': '10x16x16 cm'}",FALSE,FALSE,FALSE,4.3,4.2,4.5,4.2,243,9,0.4,Household Dataset (Synthetic),18:21.7
household_58633,Cotton Bedsheet Set,ComfortSleep,Home & Kitchen,Bedding,High-quality cotton bedsheet set for modern homes.,7708.14,INR,images/household/cotton_bedsheet_set.jpg,8.96595E+11,"{'material': 'Stainless Steel', 'warranty': '2 years', 'dimensions': '16x33x19 cm'}",FALSE,TRUE,FALSE,3.8,3.4,3.4,3.7,277,12,0.4,Household Dataset (Synthetic),18:21.7
household_67681,Kitchen Knife Set 6 Piece,SharpEdge,Home & Kitchen,Cutlery,High-quality kitchen knife set 6 piece for modern homes.,1524.3,INR,images/household/kitchen_knife_set_6_piece.jpg,8.94698E+11,"{'material': 'Plastic', 'warranty': '1 year', 'dimensions': '35x49x24 cm'}",FALSE,FALSE,FALSE,3.7,3.8,3.6,3.6,240,11,0.5,Household Dataset (Synthetic),18:21.7
household_22173,Food Storage Containers Glass,FreshKeep,Home & Kitchen,Storage,High-quality food storage containers glass for modern homes.,5494.87,INR,images/household/food_storage_containers_glass.jpg,8.94727E+11,"{'material': 'Plastic', 'warranty': '2 years', 'dimensions': '37x16x32 cm'}",FALSE,TRUE,FALSE,3.1,2.8,2.9,3.5,91,4,0.4,Household Dataset (Synthetic),18:21.7
household_46212,LED Table Lamp Adjustable,BrightHome,Home & Kitchen,Lighting,High-quality led table lamp adjustable for modern homes.,7298.8,INR,images/household/led_table_lamp_adjustable.jpg,8.92166E+11,"{'material': 'Glass', 'warranty': '2 years', 'dimensions': '50x22x15 cm'}",FALSE,FALSE,FALSE,3,3.2,3.1,3.2,46,1,0.2,Household Dataset (Synthetic),18:21.7
household_17201,Pressure Cooker 5L,QuickCook,Home & Kitchen,Cookware,High-quality pressure cooker 5l for modern homes.,12173.57,INR,images/household/pressure_cooker_5l.jpg,8.94098E+11,"{'material': 'Glass', 'warranty': '2 years', 'dimensions': '10x14x48 cm'}",FALSE,TRUE,FALSE,5,4.8,5,5,56,1,0.2,Household Dataset (Synthetic),18:21.7
